,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,domain,date_acquired,status
79,8033076,https://sparkasse-aktivierung.com/,http://www.phishtank.com/phish_detail.php?phish_id=8033076,2023-02-10T16:30:09+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,sparkasse-aktivierung.com,,
80,8033072,https://transfer.sh/B9uvyd/Payment-Confirmation.html,http://www.phishtank.com/phish_detail.php?phish_id=8033072,2023-02-10T16:30:07+00:00,yes,2023-02-10T22:32:44+00:00,yes,ABSA Bank,transfer.sh,,
81,8033073,https://dkb-banking.biz/banking,http://www.phishtank.com/phish_detail.php?phish_id=8033073,2023-02-10T16:30:07+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,dkb-banking.biz,,
82,8033069,https://vintedl-396pold1s.profhouse.sbs/?tranzakt34888&selectedbank=2,http://www.phishtank.com/phish_detail.php?phish_id=8033069,2023-02-10T16:20:07+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,vintedl-396pold1s.profhouse.sbs,,
83,8033068,https://dellver-179ollx.profhouse.sbs/?tranzakt34804,http://www.phishtank.com/phish_detail.php?phish_id=8033068,2023-02-10T16:14:32+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,dellver-179ollx.profhouse.sbs,,
86,8033066,https://accedi-ora-it.66-29-142-225.cprapid.com/,http://www.phishtank.com/phish_detail.php?phish_id=8033066,2023-02-10T16:13:35+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,accedi-ora-it.66-29-142-225.cprapid.com,,
87,8033058,https://loginunicozonasseqvralbetas.nts-pe.com/,http://www.phishtank.com/phish_detail.php?phish_id=8033058,2023-02-10T16:06:31+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,loginunicozonasseqvralbetas.nts-pe.com,,
88,8033043,https://d7c63a5d-bd89-4a28-bb66-ba1515c2c5f2.id.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8033043,2023-02-10T15:50:39+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,d7c63a5d-bd89-4a28-bb66-ba1515c2c5f2.id.repl.co,,
89,8033041,https://bobisa--bisabonew.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8033041,2023-02-10T15:47:48+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,bobisa--bisabonew.repl.co,,
90,8033038,https://711e4bc0-6e8a-45e2-b402-5d393886d352.id.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8033038,2023-02-10T15:45:54+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,711e4bc0-6e8a-45e2-b402-5d393886d352.id.repl.co,,
91,8033035,https://bobisa.bisabonew.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8033035,2023-02-10T15:45:01+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,bobisa.bisabonew.repl.co,,
92,8033030,https://grizzledcuddlyeyestra.tocrodrigo.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8033030,2023-02-10T15:43:46+00:00,yes,2023-02-10T16:42:20+00:00,yes,Other,grizzledcuddlyeyestra.tocrodrigo.repl.co,,
93,8033023,https://smartweb-controlli.com/,http://www.phishtank.com/phish_detail.php?phish_id=8033023,2023-02-10T15:43:04+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,smartweb-controlli.com,,
95,8033021,http://activarbnmovill.atsnx.com/ldsss1.html,http://www.phishtank.com/phish_detail.php?phish_id=8033021,2023-02-10T15:40:16+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,activarbnmovill.atsnx.com,,
96,8033020,http://escortoutcall.net/--/18469/Login.html,http://www.phishtank.com/phish_detail.php?phish_id=8033020,2023-02-10T15:38:44+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,escortoutcall.net,,
97,8033019,https://8b765bdb-fcb3-48f4-9136-28e7c5e8891d.id.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8033019,2023-02-10T15:37:58+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,8b765bdb-fcb3-48f4-9136-28e7c5e8891d.id.repl.co,,
98,8033018,https://staiddeterminedlinux--1234455667.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8033018,2023-02-10T15:35:13+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,staiddeterminedlinux--1234455667.repl.co,,
99,8033014,https://staiddeterminedlinux.1234455667.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8033014,2023-02-10T15:30:46+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,staiddeterminedlinux.1234455667.repl.co,,
100,8033012,http://updmenu.net/todo1/203.57.50.2501578/todo1.facturanet/soporte.html,http://www.phishtank.com/phish_detail.php?phish_id=8033012,2023-02-10T15:27:30+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,updmenu.net,,
101,8033003,https://gestisciaccesso.com/,http://www.phishtank.com/phish_detail.php?phish_id=8033003,2023-02-10T15:20:34+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,gestisciaccesso.com,,
102,8033000,https://0a4aef1a-1574-4f32-9a44-b1f38017705c.id.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8033000,2023-02-10T15:19:30+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,0a4aef1a-1574-4f32-9a44-b1f38017705c.id.repl.co,,
103,8032996,https://validacionesdebisa--bobisaboli.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8032996,2023-02-10T15:15:08+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,validacionesdebisa--bobisaboli.repl.co,,
107,8032985,https://validacionesdebisa.bobisaboli.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8032985,2023-02-10T15:09:28+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,validacionesdebisa.bobisaboli.repl.co,,
108,8032982,https://rilevatodispositivo223.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032982,2023-02-10T15:08:24+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,rilevatodispositivo223.com,,
109,8032981,http://looksrare.exammax.co/,http://www.phishtank.com/phish_detail.php?phish_id=8032981,2023-02-10T15:08:00+00:00,yes,2023-02-10T17:32:44+00:00,yes,Other,looksrare.exammax.co,,
110,8032979,http://407highway-etr.com,http://www.phishtank.com/phish_detail.php?phish_id=8032979,2023-02-10T15:02:09+00:00,yes,2023-02-10T15:52:00+00:00,yes,Other,407highway-etr.com,,
111,8032962,http://acessoltaupj30hrs.com,http://www.phishtank.com/phish_detail.php?phish_id=8032962,2023-02-10T15:00:27+00:00,yes,2023-02-10T15:32:40+00:00,yes,Other,acessoltaupj30hrs.com,,
112,8032964,https://lnxhipz.com/hipercard/inicio/,http://www.phishtank.com/phish_detail.php?phish_id=8032964,2023-02-10T15:00:27+00:00,yes,2023-02-10T15:32:40+00:00,yes,Other,lnxhipz.com,,
114,8032958,https://apphipercardfatura.com/hipercard/inicio/,http://www.phishtank.com/phish_detail.php?phish_id=8032958,2023-02-10T15:00:16+00:00,yes,2023-02-10T15:32:40+00:00,yes,Other,apphipercardfatura.com,,
115,8032956,https://esim-sfr.co/login/account/clients/badlogin.php,http://www.phishtank.com/phish_detail.php?phish_id=8032956,2023-02-10T14:57:15+00:00,yes,2023-02-10T15:32:40+00:00,yes,Other,esim-sfr.co,,
118,8032924,https://ebisa--bisverify.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8032924,2023-02-10T14:55:53+00:00,yes,2023-02-10T15:21:41+00:00,yes,Other,ebisa--bisverify.repl.co,,
119,8032915,https://ebisa.bisverify.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8032915,2023-02-10T14:52:09+00:00,yes,2023-02-10T15:21:41+00:00,yes,Other,ebisa.bisverify.repl.co,,
120,8032912,https://online.banruralgt.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8032912,2023-02-10T14:50:15+00:00,yes,2023-02-10T15:21:41+00:00,yes,Other,online.banruralgt.repl.co,,
121,8032910,https://canalecertificatob-per.com/CliccaQUI/,http://www.phishtank.com/phish_detail.php?phish_id=8032910,2023-02-10T14:46:48+00:00,yes,2023-02-10T15:21:41+00:00,yes,Other,canalecertificatob-per.com,,
124,8032856,https://goonline.bnnppaarillbas.fun/,http://www.phishtank.com/phish_detail.php?phish_id=8032856,2023-02-10T14:25:14+00:00,yes,2023-02-10T15:03:45+00:00,yes,Other,goonline.bnnppaarillbas.fun,,
125,8032855,http://bmparlbs.online/,http://www.phishtank.com/phish_detail.php?phish_id=8032855,2023-02-10T14:25:13+00:00,yes,2023-02-10T15:03:45+00:00,yes,Other,bmparlbs.online,,
126,8032851,https://amministrazioneweb.me/,http://www.phishtank.com/phish_detail.php?phish_id=8032851,2023-02-10T14:15:24+00:00,yes,2023-02-10T14:51:44+00:00,yes,Other,amministrazioneweb.me,,
127,8032849,https://billeteraprex.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8032849,2023-02-10T14:11:25+00:00,yes,2023-02-10T14:51:44+00:00,yes,Other,billeteraprex.repl.co,,
129,8032848,https://compila-statoutente.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032848,2023-02-10T14:11:17+00:00,yes,2023-02-10T14:51:44+00:00,yes,Other,compila-statoutente.com,,
130,8032843,https://vintedl-209pold1s.clubshop.cfd/?tranzakt34799,http://www.phishtank.com/phish_detail.php?phish_id=8032843,2023-02-10T14:04:20+00:00,yes,2023-02-10T14:51:44+00:00,yes,Other,vintedl-209pold1s.clubshop.cfd,,
131,8032841,https://yahoattcontroller.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032841,2023-02-10T13:58:45+00:00,yes,2023-02-10T14:12:19+00:00,yes,Other,yahoattcontroller.weebly.com,,
132,8032832,https://vo.la/TrqolQ,http://www.phishtank.com/phish_detail.php?phish_id=8032832,2023-02-10T13:50:22+00:00,yes,2023-02-10T14:12:19+00:00,yes,Other,vo.la,,
133,8032831,https://dpd.builderallwppro.com/login/dpdch/,http://www.phishtank.com/phish_detail.php?phish_id=8032831,2023-02-10T13:50:21+00:00,yes,2023-02-10T14:12:19+00:00,yes,Other,dpd.builderallwppro.com,,
134,8032826,https://postalservices.page.link/gnpR,http://www.phishtank.com/phish_detail.php?phish_id=8032826,2023-02-10T13:50:11+00:00,yes,2023-02-10T14:12:19+00:00,yes,Other,postalservices.page.link,,
135,8032827,https://trackconfirmation.com/9577162e-cdc4-48ee-8e05-f1c1e421d86f,http://www.phishtank.com/phish_detail.php?phish_id=8032827,2023-02-10T13:50:11+00:00,yes,2023-02-10T14:12:19+00:00,yes,Other,trackconfirmation.com,,
136,8032824,https://sign-track.y7is.in/ga/click/2-47538959-4080-24530-48726-27891-6fea6235ee-61a02f6bf5,http://www.phishtank.com/phish_detail.php?phish_id=8032824,2023-02-10T13:50:04+00:00,yes,2023-02-10T14:12:19+00:00,yes,Other,sign-track.y7is.in,,
137,8032807,https://iutytyty.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032807,2023-02-10T13:31:10+00:00,yes,2023-02-10T14:12:19+00:00,yes,Other,iutytyty.weebly.com,,
139,8032759,http://app-unisiwap.org,http://www.phishtank.com/phish_detail.php?phish_id=8032759,2023-02-10T13:08:14+00:00,yes,2023-02-10T13:41:56+00:00,yes,Other,app-unisiwap.org,,
140,8032754,https://blockchainfix.xyz/web3fix.html,http://www.phishtank.com/phish_detail.php?phish_id=8032754,2023-02-10T13:01:55+00:00,yes,2023-02-10T13:41:56+00:00,yes,Other,blockchainfix.xyz,,
141,8032753,https://79sb.short.gy/pxNA0U,http://www.phishtank.com/phish_detail.php?phish_id=8032753,2023-02-10T13:01:07+00:00,yes,2023-02-10T13:41:56+00:00,yes,Banca di Roma,79sb.short.gy,,
144,8032746,https://compilastato-cliente.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032746,2023-02-10T12:48:00+00:00,yes,2023-02-10T13:41:56+00:00,yes,Other,compilastato-cliente.com,,
145,8032743,http://fevxkmpces.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8032743,2023-02-10T12:46:37+00:00,yes,2023-02-10T12:52:18+00:00,yes,Apple,fevxkmpces.duckdns.org,,
146,8032730,https://dkb-login.biz/banking,http://www.phishtank.com/phish_detail.php?phish_id=8032730,2023-02-10T12:30:07+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,dkb-login.biz,,
147,8032729,https://myrobofranchise.com,http://www.phishtank.com/phish_detail.php?phish_id=8032729,2023-02-10T12:30:06+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,myrobofranchise.com,,
148,8032728,https://dkb-app.net,http://www.phishtank.com/phish_detail.php?phish_id=8032728,2023-02-10T12:30:05+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,dkb-app.net,,
149,8032724,https://btckasa.net/,http://www.phishtank.com/phish_detail.php?phish_id=8032724,2023-02-10T12:22:42+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,btckasa.net,,
150,8032723,https://ot.77-91-78-129.cprapid.com/mps1/,http://www.phishtank.com/phish_detail.php?phish_id=8032723,2023-02-10T12:18:34+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,ot.77-91-78-129.cprapid.com,,
151,8032722,https://dickschat-lorenz.de/loginwebmailionos.html,http://www.phishtank.com/phish_detail.php?phish_id=8032722,2023-02-10T12:14:04+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,dickschat-lorenz.de,,
152,8032719,http://mountaincensorship.cn/ABSAX/,http://www.phishtank.com/phish_detail.php?phish_id=8032719,2023-02-10T12:00:15+00:00,yes,2023-02-10T13:32:56+00:00,yes,ABSA Bank,mountaincensorship.cn,,
154,8032715,https://statovisita-utente.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032715,2023-02-10T11:51:23+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,statovisita-utente.com,,
155,8032710,https://youla.ld44150.ru/sell?id=92154778,http://www.phishtank.com/phish_detail.php?phish_id=8032710,2023-02-10T11:48:42+00:00,yes,2023-02-10T13:32:56+00:00,yes,Other,youla.ld44150.ru,,
160,8032705,http://accessoanomaloapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032705,2023-02-10T11:45:23+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,accessoanomaloapp.com,,
161,8032704,https://bt-update-103112.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032704,2023-02-10T11:44:19+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,bt-update-103112.weeblysite.com,,
162,8032694,https://continuous-immediate-barnacle.glitch.me/http.html#redacted@abuse.ionos.com,http://www.phishtank.com/phish_detail.php?phish_id=8032694,2023-02-10T11:34:40+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,continuous-immediate-barnacle.glitch.me,,
163,8032691,http://esim-annulation-sfr.fr/,http://www.phishtank.com/phish_detail.php?phish_id=8032691,2023-02-10T11:32:00+00:00,yes,2023-02-10T12:52:19+00:00,yes,Other,esim-annulation-sfr.fr,,
166,8032684,https://02cd4e6.netsolhost.com/never/autolink.php?email=redacted@abuse.ionos.com,http://www.phishtank.com/phish_detail.php?phish_id=8032684,2023-02-10T11:29:21+00:00,yes,2023-02-10T11:41:30+00:00,yes,Other,02cd4e6.netsolhost.com,,
171,8032675,https://b2bprocedura.com/AstiTwins/websignal/step1.php?3cd448433fd53961217cdc0b9e50262665f3,http://www.phishtank.com/phish_detail.php?phish_id=8032675,2023-02-10T11:22:33+00:00,yes,2023-02-10T11:41:30+00:00,yes,Other,b2bprocedura.com,,
172,8032671,http://steamconmunitily.ru/proflies/8365502719572936706,http://www.phishtank.com/phish_detail.php?phish_id=8032671,2023-02-10T11:14:40+00:00,yes,2023-02-10T11:41:30+00:00,yes,Other,steamconmunitily.ru,,
173,8032666,https://www.uniswap-apps.org/,http://www.phishtank.com/phish_detail.php?phish_id=8032666,2023-02-10T11:04:52+00:00,yes,2023-02-10T11:41:30+00:00,yes,Other,www.uniswap-apps.org,,
174,8032662,https://u667.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032662,2023-02-10T10:54:08+00:00,yes,2023-02-10T13:32:56+00:00,yes,Other,u667.000webhostapp.com,,
175,8032661,https://nor5.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032661,2023-02-10T10:53:47+00:00,yes,2023-02-10T13:32:56+00:00,yes,Other,nor5.000webhostapp.com,,
176,8032655,https://w.metasploits.online/wallets/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8032655,2023-02-10T10:25:21+00:00,yes,2023-02-10T13:32:56+00:00,yes,Other,w.metasploits.online,,
179,8032643,https://www.info-sasiosin.trikdef.cn/web/sign,http://www.phishtank.com/phish_detail.php?phish_id=8032643,2023-02-10T10:09:17+00:00,yes,2023-02-10T10:22:02+00:00,yes,Other,www.info-sasiosin.trikdef.cn,,
180,8032642,https://web-sistema-privacy.me/,http://www.phishtank.com/phish_detail.php?phish_id=8032642,2023-02-10T10:08:11+00:00,yes,2023-02-10T11:41:30+00:00,yes,Other,web-sistema-privacy.me,,
181,8032638,https://dobetafmore.com/aG/main/login,http://www.phishtank.com/phish_detail.php?phish_id=8032638,2023-02-10T09:57:35+00:00,yes,2023-02-10T10:22:02+00:00,yes,Das kann Bank,dobetafmore.com,,
182,8032633,https://howsend.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032633,2023-02-10T09:43:58+00:00,yes,2023-02-10T11:41:30+00:00,yes,Other,howsend.com,,
184,8032628,https://coinbose.net/,http://www.phishtank.com/phish_detail.php?phish_id=8032628,2023-02-10T09:31:24+00:00,yes,2023-02-10T09:52:14+00:00,yes,Coinbase,coinbose.net,,
187,8032625,https://swispost8.weblike.jp/sp/NV6588123/,http://www.phishtank.com/phish_detail.php?phish_id=8032625,2023-02-10T09:24:26+00:00,yes,2023-02-10T09:52:14+00:00,yes,Other,swispost8.weblike.jp,,
189,8032621,http://e3xodus.com,http://www.phishtank.com/phish_detail.php?phish_id=8032621,2023-02-10T09:20:17+00:00,yes,2023-02-10T09:52:14+00:00,yes,Other,e3xodus.com,,
191,8032616,https://upgrade-mail-server.lafaweb.com.br/,http://www.phishtank.com/phish_detail.php?phish_id=8032616,2023-02-10T09:06:40+00:00,yes,2023-02-10T11:12:25+00:00,yes,Other,upgrade-mail-server.lafaweb.com.br,,
192,8032614,http://www.gcilao.tech/optus/update-compulsory/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8032614,2023-02-10T08:57:52+00:00,yes,2023-02-10T09:52:14+00:00,yes,Optus,www.gcilao.tech,,
193,8032613,http://track1inch.com,http://www.phishtank.com/phish_detail.php?phish_id=8032613,2023-02-10T08:51:59+00:00,yes,2023-02-10T09:52:14+00:00,yes,Other,track1inch.com,,
194,8032610,http://data.79-137-206-102.cprapid.com/MPS/,http://www.phishtank.com/phish_detail.php?phish_id=8032610,2023-02-10T08:37:06+00:00,yes,2023-02-10T09:52:14+00:00,yes,Other,data.79-137-206-102.cprapid.com,,
195,8032606,https://titolare-utenzacarta.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032606,2023-02-10T08:29:31+00:00,yes,2023-02-10T09:52:14+00:00,yes,Other,titolare-utenzacarta.com,,
196,8032604,https://bdsardegna-dispositivo.info/,http://www.phishtank.com/phish_detail.php?phish_id=8032604,2023-02-10T08:25:20+00:00,yes,2023-02-10T09:52:14+00:00,yes,Other,bdsardegna-dispositivo.info,,
200,8032598,https://clientbper-sistema-supporto.cfolks.pl/application/mobile/public/webapp/digital-login/area-riservata.php,http://www.phishtank.com/phish_detail.php?phish_id=8032598,2023-02-10T08:21:53+00:00,yes,2023-02-10T08:32:27+00:00,yes,Other,clientbper-sistema-supporto.cfolks.pl,,
202,8032591,http://www-1inch.com,http://www.phishtank.com/phish_detail.php?phish_id=8032591,2023-02-10T08:14:45+00:00,yes,2023-02-10T08:32:27+00:00,yes,Other,www-1inch.com,,
204,8032588,https://area-credem.info/,http://www.phishtank.com/phish_detail.php?phish_id=8032588,2023-02-10T08:12:51+00:00,yes,2023-02-10T08:32:27+00:00,yes,Other,area-credem.info,,
205,8032585,http://fmiyiwqahi.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8032585,2023-02-10T08:09:37+00:00,yes,2023-02-10T08:12:01+00:00,yes,Apple,fmiyiwqahi.duckdns.org,,
207,8032581,https://stato-compilacliente.com/,http://www.phishtank.com/phish_detail.php?phish_id=8032581,2023-02-10T08:06:50+00:00,yes,2023-02-10T08:32:27+00:00,yes,Other,stato-compilacliente.com,,
208,8032571,http://seguridadficoshx.webcindario.com/home.php,http://www.phishtank.com/phish_detail.php?phish_id=8032571,2023-02-10T08:02:58+00:00,yes,2023-02-10T08:32:27+00:00,yes,Other,seguridadficoshx.webcindario.com,,
212,8032562,https://swisscom.her.jp/pdp/page/,http://www.phishtank.com/phish_detail.php?phish_id=8032562,2023-02-10T07:58:38+00:00,yes,2023-02-10T08:32:27+00:00,yes,Other,swisscom.her.jp,,
213,8032559,https://xn--trzor-csa.net/,http://www.phishtank.com/phish_detail.php?phish_id=8032559,2023-02-10T07:57:38+00:00,yes,2023-02-10T08:04:21+00:00,yes,Other,xn--trzor-csa.net,,
224,8032538,https://agenda.qualitydental.mx/optus,http://www.phishtank.com/phish_detail.php?phish_id=8032538,2023-02-10T07:05:49+00:00,yes,2023-02-10T07:52:07+00:00,yes,Optus,agenda.qualitydental.mx,,
225,8032537,https://kathleenroosbooks.com/online/,http://www.phishtank.com/phish_detail.php?phish_id=8032537,2023-02-10T07:05:28+00:00,yes,2023-02-10T08:32:27+00:00,yes,Optus,kathleenroosbooks.com,,
226,8032534,https://ibisstyles-stmargrethen.online/bcn/,http://www.phishtank.com/phish_detail.php?phish_id=8032534,2023-02-10T06:25:28+00:00,yes,2023-02-10T07:04:25+00:00,yes,Other,ibisstyles-stmargrethen.online,,
227,8032533,https://tundrafile.com/show.php?l=0&u=546537&id=48641&tracking_id=,http://www.phishtank.com/phish_detail.php?phish_id=8032533,2023-02-10T06:25:24+00:00,yes,2023-02-10T07:04:25+00:00,yes,Other,tundrafile.com,,
228,8032532,https://orion-print.org/wp-includes/random/web/login,http://www.phishtank.com/phish_detail.php?phish_id=8032532,2023-02-10T06:25:23+00:00,yes,2023-02-10T07:04:25+00:00,yes,Other,orion-print.org,,
